gene_symbol_mouse,number_tissues_cycling,phase_adrg,phase_aort,phase_bfat,phase_bstm,phase_cere,phase_hart,phase_hypo,phase_kdny,phase_livr,phase_lung,phase_musc,phase_wfat
Lmcd1,2,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Zc3hav1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Zfand6,3,NULL,0,0,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zfp207,2,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,0,NULL,NULL,NULL
Zfp295,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Zfp523,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL
Zfp592,1,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfp719,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zfyve27,1,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zkscan3,3,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,22,NULL,NULL,10
Rbm27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Rbm38,2,NULL,NULL,NULL,NULL,NULL,17,NULL,21,NULL,NULL,NULL,NULL
Rcor2,1,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Repin1,2,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,22,NULL,NULL,NULL
Rfk,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,22,NULL,NULL
Rnf130,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Rnf149,2,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Rnf25,1,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rnf40,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
Rnpep,4,NULL,21,NULL,22,NULL,NULL,22,NULL,21,NULL,NULL,NULL
Romo1,2,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Rpf2,1,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rpp38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL
Rps12,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,6,NULL,NULL
Rps23,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Sdk2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Sec24b,3,NULL,7,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
Sec62,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL
Serf2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Sgsm3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Pi4k2b,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,12,NULL,NULL
Pigs,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Pigu,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Plac8,3,8,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,5,NULL,NULL
Plekhg5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Plrg1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14,NULL,NULL
Pnrc1,7,23,22,2,NULL,NULL,23,NULL,22,23,22,NULL,NULL
Pop4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
Ppp1r7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
Prelid1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Prepl,2,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,22,NULL,NULL,NULL
Prpsap1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,17,NULL,NULL
Ptdss2,1,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ptrh2,2,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Pxk,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL
Rab37,1,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL
Rad51l3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Gm8186,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Grap,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Gtf2h5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
Gyltl1b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL
Hao2,2,20,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
Hist2h2aa1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,19,NULL,NULL,NULL
Hmcn1,4,NULL,NULL,NULL,NULL,NULL,23,3,NULL,NULL,7,NULL,22
Hmgn5,1,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL
Hspb7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
Ifrd2,6,9,9,10,NULL,NULL,NULL,NULL,NULL,15,9,NULL,12
Ift20,4,NULL,21,NULL,NULL,23,NULL,NULL,NULL,19,20,NULL,NULL
Cog7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL
Creb3l1,7,NULL,22,0,NULL,NULL,1,NULL,0,NULL,1,2,2
Crls1,2,21,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Csnk1g1,1,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cttnbp2,2,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
Cxxc5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,23,NULL
D0H4S114,2,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL
Dctn3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,13,NULL,NULL
Dennd1a,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
Dgkq,3,NULL,7,NULL,NULL,NULL,19,NULL,NULL,NULL,10,NULL,NULL
Ahctf1,9,14,13,14,NULL,NULL,15,18,16,20,14,NULL,14
Ak3,8,NULL,NULL,20,17,17,18,NULL,19,20,14,NULL,20
Alg8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,21
Ankrd11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
Ankrd28,1,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Anxa8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Apcdd1,6,NULL,NULL,22,11,10,14,11,NULL,NULL,16,NULL,NULL
Appl2,3,7,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,7,NULL,NULL
Arhgap21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Arpp19,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Art4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL
Ascc2,1,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Atad1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Atg14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Atp9a,2,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Avpi1,2,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,9,NULL,NULL
Bbs9,3,NULL,NULL,NULL,NULL,21,NULL,NULL,4,22,NULL,NULL,NULL
Bdh1,4,NULL,NULL,NULL,10,10,NULL,6,NULL,8,NULL,NULL,NULL
Blvrb,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Bphl,2,4,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL
Brf2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Cand2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL
Car11,3,NULL,14,12,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL
Casz1,2,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,6,NULL
Cc2d1b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Cdca4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Cdhr5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Chd5,1,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chic1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,23,NULL,NULL,NULL
Chordc1,5,NULL,NULL,NULL,20,NULL,NULL,21,18,17,NULL,NULL,18
Farp1,2,NULL,NULL,23,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Fbxo22,2,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Fbxo3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,14
Fibp,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Gbas,1,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dhx32,3,22,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22
Dph1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Dscr3,3,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,1
E2f8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Eapp,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,18,NULL,NULL
Elovl1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,6,NULL,NULL
Elp4,7,1,NULL,1,NULL,NULL,4,4,0,1,NULL,NULL,0
Enpp3,2,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Esyt1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Fahd1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Fam13a,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Fam160a2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,10
0610010K14Rik,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
1700021K19Rik,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL
2510003E04Rik,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
9530068E07Rik,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,5,NULL,NULL,NULL
Aagab,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Ablim2,4,NULL,NULL,22,NULL,NULL,NULL,7,8,NULL,NULL,8,NULL
Actr1b,1,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2410001C21Rik,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
5730419I09Rik,3,NULL,NULL,NULL,20,22,NULL,NULL,2,NULL,NULL,NULL,NULL
Abhd11,3,8,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,10,NULL,NULL
Abhd2,2,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,6,NULL,NULL
Abra,1,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL
Acat2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,22,15,NULL,NULL
Acox3,2,NULL,NULL,NULL,NULL,NULL,NULL,9,11,NULL,NULL,NULL,NULL
Akap2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Alg12,3,NULL,NULL,NULL,NULL,NULL,23,NULL,18,19,NULL,NULL,NULL
Alg3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Angptl2,8,11,12,11,NULL,10,12,NULL,13,NULL,11,NULL,13
Ankle2,1,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ankrd13c,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Arhgap12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Arhgap17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Arhgef10l,4,NULL,NULL,22,NULL,NULL,1,NULL,23,1,NULL,NULL,NULL
Arrdc3,3,NULL,NULL,NULL,NULL,NULL,8,NULL,22,NULL,NULL,17,NULL
Asb9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL
Ascc3,2,20,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Atad2,3,18,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Aup1,1,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gng11,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gnpda2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL
Golim4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
Golph3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Gpr12,1,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gprc5b,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,13
Gprc5c,2,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,8,NULL,NULL,NULL
Gpt2,5,NULL,12,NULL,NULL,16,NULL,16,14,14,NULL,NULL,NULL
Heatr1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,0,NULL,22
Herc4,1,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL
Hs3st3b1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL
Hspa12a,3,NULL,NULL,NULL,NULL,3,1,NULL,21,NULL,NULL,NULL,NULL
Idi1,4,NULL,22,23,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0
Ift122,2,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,22,NULL,NULL,NULL
Clk4,1,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL
Cntrob,1,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Col5a3,4,21,2,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
Colec12,2,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Commd10,3,NULL,3,NULL,NULL,NULL,6,NULL,NULL,2,NULL,NULL,NULL
Coq4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Coro7,1,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL
Cox8a,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Creb3l2,1,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL
Cript,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Cthrc1,2,14,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ctps2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL
Cyb5r1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL
Dcaf12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Ddhd1,5,NULL,6,7,NULL,NULL,NULL,NULL,22,22,NULL,NULL,2
Defb1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,3,NULL,NULL,NULL
Dhx29,3,NULL,19,NULL,NULL,NULL,NULL,NULL,19,20,NULL,NULL,NULL
Dock10,3,NULL,15,NULL,NULL,3,NULL,NULL,18,NULL,NULL,NULL,NULL
Dph5,1,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dusp9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL
Dzip3,3,19,NULL,NULL,NULL,NULL,8,NULL,23,NULL,NULL,NULL,NULL
Efr3a,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,0
Ehd3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,15,NULL,NULL
Entpd3,2,NULL,NULL,NULL,23,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL
Epc2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
Epdr1,1,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Esyt2,2,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21
Fam175b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Bcl6b,4,NULL,NULL,NULL,NULL,NULL,1,NULL,6,NULL,NULL,5,2
Bcl9l,1,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Car5b,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,23,NULL
Cecr2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL
Cep135,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Fbxo34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL
Fbxo6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Fchsd2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Fmnl2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,1,14,NULL,NULL
Fmo4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
Fxyd4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL
Gbp5,1,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gde1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,13,NULL,NULL
Glrx5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL
Gm10709,1,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phlpp2,3,NULL,NULL,NULL,NULL,19,NULL,NULL,12,NULL,11,NULL,NULL
Phtf2,1,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phyhipl,3,NULL,NULL,NULL,NULL,21,NULL,0,13,NULL,NULL,NULL,NULL
Pid1,3,NULL,18,19,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Pik3ap1,3,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,NULL,NULL
Pik3r6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL
Pip4k2c,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL
Pir,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,12,NULL,NULL
Plekha6,3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7,9,NULL
Pno1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22
Ppp1r14c,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
Prune,2,NULL,NULL,1,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL
Psd3,1,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ralgps2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,23,NULL
Oscp1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Pafah2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Parp8,3,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,2,7,NULL
Pcdh7,2,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,14
Pds5a,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,2,19,NULL,NULL
Pdzd11,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,20,NULL,8,NULL
Pgap1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10,NULL,NULL,NULL
Phc3,1,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sidt2,6,NULL,11,12,NULL,NULL,NULL,NULL,9,14,9,NULL,16
Slc26a7,1,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Slc30a9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL
Slc35b2,2,NULL,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Smchd1,2,NULL,NULL,NULL,NULL,NULL,NULL,0,22,NULL,NULL,NULL,NULL
Snx13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Snx18,2,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
St6galnac2,3,0,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL
Stard4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL
Steap2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Stt3b,3,NULL,NULL,NULL,NULL,NULL,NULL,19,19,NULL,15,NULL,NULL
Sugp1,1,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL
Tsen15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Tspan1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
Tubd1,6,NULL,NULL,21,19,NULL,NULL,NULL,16,15,16,NULL,17
U2af1l4,2,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,0,NULL,NULL,NULL
Ubl5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Uckl1,1,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Usp28,1,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL
Usp32,3,NULL,NULL,4,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,0
Usp53,3,NULL,NULL,NULL,15,NULL,NULL,14,NULL,NULL,NULL,NULL,10
Wdr12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL
Wdr48,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,NULL,NULL,NULL
Wdr82,3,NULL,NULL,NULL,NULL,NULL,18,NULL,14,NULL,15,NULL,NULL
Wdtc1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,6,NULL,NULL,NULL
Whsc1l1,1,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Xpo7,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yipf4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Zbtb43,1,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Supt7l,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Syap1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL
Tas2r108,1,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tbc1d5,1,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL
Tbl3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Tfpt,1,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem11,1,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem176b,2,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Tnn,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Tor3a,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,21,NULL,NULL,NULL
Tpra1,3,NULL,NULL,4,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,1
Trim16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
Lrig2,3,NULL,NULL,0,NULL,NULL,NULL,NULL,22,23,NULL,NULL,NULL
Lrrc17,2,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
